#Selection name: Selection 1
#Area (µm^2): 741180.83
Cell ID,Cluster,Transcripts,Area (µm^2)
gpiffneh-1,Cluster 1,36,133.85
gpgghbpo-1,Cluster 4,9,77.51
gpidheek-1,Cluster 13,25,106.75
gpgodhjk-1,Cluster 16,47,173.31
gpiblofa-1,Cluster 13,25,110.09
gpibihfe-1,Cluster 13,46,172.02
gpihcklc-1,Cluster 2,21,73.38
gpihcbko-1,Cluster 1,19,83.69
gpgopkmn-1,Cluster 15,24,141.30
gpighemm-1,Cluster 5,28,90.16
gpibgmfk-1,Cluster 1,68,279.71
gpgokepi-1,Cluster 2,11,69.68
gpggdeph-1,Cluster 2,16,60.14
gpfpgiej-1,Cluster 2,1,106.78
gpgklpdg-1,Cluster 5,22,121.99
gpgidcdo-1,Cluster 9,15,132.17
gpghahpe-1,Cluster 9,12,67.35
gpgaaokl-1,Cluster 9,19,99.24
gpgkliac-1,Cluster 11,23,79.13
gpghlidm-1,Cluster 7,25,111.02
gpggacme-1,Cluster 5,10,52.66
gpgfpnlk-1,Cluster 4,9,23.41
gpfopmip-1,Cluster 9,7,82.90
fonaechg-1,Cluster 3,21,89.95
gpfonnmb-1,Cluster 5,22,93.87
gpfnpnlp-1,Cluster 9,21,95.59
gpgabmaj-1,Cluster 3,16,107.50
gpgafnbd-1,Cluster 2,18,121.07
gpfpmokh-1,Cluster 2,5,65.58
gpfpefck-1,Cluster 5,22,162.33
fonbccjp-1,Cluster 7,45,106.85
gpfmoeed-1,Cluster 9,8,70.21
gpfdlnjo-1,Cluster 18,23,180.06
gpgpoljk-1,Cluster 15,36,197.60
gpigjigm-1,Cluster 19,18,101.95
gphalkgp-1,Cluster 17,13,67.36
gpfdgedh-1,Cluster 13,22,122.44
gpgnmhbe-1,Cluster 9,29,121.56
gphahodb-1,Cluster 15,16,95.61
gpgogdkl-1,Cluster 15,33,144.47
gpianmdc-1,Cluster 13,21,94.97
gpicbhio-1,Cluster 1,59,339.39
gpepofgd-1,Cluster 19,18,68.69
gpfcldki-1,Cluster 3,5,15.94
gpglicpb-1,Cluster 2,9,104.77
gpfbmdeo-1,Cluster 23,5,54.34
gpfaeoae-1,Cluster 1,15,37.38
gphafbia-1,Cluster 7,43,139.20
gphalobg-1,Cluster 4,11,76.47
gpfeakkf-1,Cluster 2,11,127.77
gpgmgahm-1,Cluster 7,37,99.85
gpfkkbbp-1,Cluster 3,9,97.48
gpfmbkom-1,Cluster 2,6,35.24
gpfmfibl-1,Cluster 5,8,70.44
gpfkcdgg-1,Cluster 5,27,67.57
gpfpcepl-1,Cluster 9,18,52.60
gpflpmam-1,Cluster 3,13,77.21
gpfmblpa-1,Cluster 9,7,55.49
gpfkfloo-1,Cluster 3,24,111.20
gpfnagdb-1,Cluster 3,4,72.03
fompbnff-1,Cluster 3,40,118.07
gpkbmpik-1,Cluster 3,29,140.18
gpkcgkkh-1,Cluster 2,32,204.35
gpkbjkbe-1,Cluster 3,22,96.36
gpkbbedn-1,Cluster 3,22,101.11
gpkamknf-1,Cluster 3,9,66.59
gpflaeid-1,Cluster 3,24,89.62
gpfmbgol-1,Cluster 7,26,130.31
gpflkghg-1,Cluster 11,7,50.11
fodnbnem-1,Cluster 2,10,127.12
foiefcon-1,Cluster 6,8,38.87
foiclemb-1,Cluster 3,34,126.15
foielceg-1,Cluster 6,12,141.79
foidhnnc-1,Cluster 2,15,153.48
foicknna-1,Cluster 3,21,126.32
fonanlpa-1,Cluster 9,5,36.09
fonbmfbd-1,Cluster 7,15,97.15
foifonek-1,Cluster 2,2,143.20
fonbfmpd-1,Cluster 7,6,61.12
fohijaci-1,Cluster 17,6,66.24
fonbikni-1,Cluster 9,11,112.33
foifopmf-1,Cluster 2,6,56.66
foigmdfm-1,Cluster 6,12,50.59
foifhfki-1,Cluster 5,3,20.95
foigkejp-1,Cluster 2,16,84.32
fompopoe-1,Cluster 3,23,123.10
foifdnbi-1,Cluster 6,22,109.71
foibmpdc-1,Cluster 6,9,73.03
foidmpmm-1,Cluster 11,7,110.88
foidlmgp-1,Cluster 6,42,181.19
fodjffam-1,Cluster 13,27,112.69
fodiedkl-1,Cluster 1,45,250.60
fogfcdkf-1,Cluster 1,59,307.00
foggjjjo-1,Cluster 13,23,112.92
fogeobfg-1,Cluster 1,38,230.26
focoppkl-1,Cluster 1,15,112.75
focmdenf-1,Cluster 1,42,257.46
foggcaig-1,Cluster 13,55,292.89
focpmobj-1,Cluster 1,25,135.84
focpopka-1,Cluster 1,9,64.58
fodkagdn-1,Cluster 4,3,26.51
fodldfng-1,Cluster 6,9,40.05
fodiphhp-1,Cluster 2,13,71.93
fodkidgl-1,Cluster 6,14,86.77
fodhoogc-1,Cluster 2,12,110.37
fodljiie-1,Cluster 1,39,245.59
fodkbhci-1,Cluster 2,20,156.63
foifcegh-1,Cluster 6,26,119.33
foihfhgl-1,Cluster 2,4,73.49
fondcecp-1,Cluster 5,5,131.42
foncelaj-1,Cluster 5,7,69.30
foiacbap-1,Cluster 6,22,89.63
foibfmkl-1,Cluster 2,13,64.80
fohpgikl-1,Cluster 6,3,21.58
foiiigfd-1,Cluster 6,13,58.56
fohphdgi-1,Cluster 2,11,46.69
foihmeig-1,Cluster 6,15,51.96
foijmbpp-1,Cluster 5,6,33.59
fohpobel-1,Cluster 11,2,78.19
foimonbn-1,Cluster 6,21,97.94
foimajhk-1,Cluster 22,14,54.84
foimpaod-1,Cluster 2,9,32.30
foimjkgi-1,Cluster 22,10,75.10
foiajebk-1,Cluster 2,7,85.94
fondgnni-1,Cluster 6,10,88.04
fonccocl-1,Cluster 2,27,163.64
foimicgj-1,Cluster 6,25,101.63
foihidka-1,Cluster 6,16,131.33
fodfhcho-1,Cluster 18,15,85.71
fodnfmgd-1,Cluster 6,36,145.51
fodgoaai-1,Cluster 11,28,74.18
fodhmgik-1,Cluster 6,14,70.79
fodmckpl-1,Cluster 4,3,85.80
fodigfhf-1,Cluster 2,10,61.16
fodepmoa-1,Cluster 11,10,112.69
fodkkkfb-1,Cluster 4,4,19.25
fodheggk-1,Cluster 4,5,60.08
foihnoni-1,Cluster 2,9,70.45
fodecdao-1,Cluster 5,25,139.48
fodefenm-1,Cluster 6,19,163.70
fojbgkhj-1,Cluster 2,30,99.06
fojbeojc-1,Cluster 6,22,78.67
fojcbdai-1,Cluster 11,13,129.50
foddklek-1,Cluster 11,17,81.95
fodlfoed-1,Cluster 6,37,164.00
fojadimi-1,Cluster 6,31,88.64
hlpbigdk-1,Cluster 1,18,87.16
hlpgekid-1,Cluster 18,24,86.56
fogakgdl-1,Cluster 3,10,104.29
hloomgdp-1,Cluster 1,16,69.22
hlpcapap-1,Cluster 23,16,84.96
hloomhca-1,Cluster 1,31,176.17
fofapehd-1,Cluster 3,7,60.28
fofaahek-1,Cluster 3,27,113.81
hlpbojei-1,Cluster 23,9,120.20
hlpbgjpm-1,Cluster 20,4,78.07
fogdcedp-1,Cluster 2,13,117.90
hlookhbi-1,Cluster 20,6,84.23
fogcpnab-1,Cluster 3,14,59.43
fogaigbk-1,Cluster 3,17,124.65
hlpcbiee-1,Cluster 19,11,76.41
hlopeeln-1,Cluster 13,42,233.64
fogbljhd-1,Cluster 3,28,83.23
focnaoch-1,Cluster 13,20,147.61
hloiokaf-1,Cluster 13,18,80.54
hloimbpn-1,Cluster 13,54,226.79
hlogknho-1,Cluster 1,21,77.94
hloiojmh-1,Cluster 13,36,232.75
hloghkac-1,Cluster 19,8,125.08
fofodhlj-1,Cluster 1,35,253.85
hloefejj-1,Cluster 13,29,136.67
focnbgde-1,Cluster 1,77,311.97
hlphfili-1,Cluster 18,18,116.35
hloiofhf-1,Cluster 13,21,78.02
hlpipeon-1,Cluster 23,13,99.65
hlogffih-1,Cluster 13,13,67.31
idokdkmn-1,Cluster 1,39,252.00
focncmek-1,Cluster 1,74,372.67
hlodmkho-1,Cluster 1,21,110.17
hloeljdg-1,Cluster 1,43,231.52
hlofngkf-1,Cluster 1,56,238.24
hlofbabk-1,Cluster 13,8,36.03
focngepf-1,Cluster 1,62,220.40
idoaaepb-1,Cluster 1,29,228.24
idojpbno-1,Cluster 6,48,139.62
idokmnon-1,Cluster 6,54,168.80
focnafkd-1,Cluster 13,23,220.85
idnpnidj-1,Cluster 18,6,83.79
idokiooe-1,Cluster 1,30,211.99
idobjail-1,Cluster 1,32,180.85
idomgeae-1,Cluster 23,13,102.17
foclmpdo-1,Cluster 1,30,219.77
idomckgd-1,Cluster 1,42,270.21
idomdecj-1,Cluster 1,4,42.00
idoloejg-1,Cluster 18,37,151.11
idoknihk-1,Cluster 18,24,87.22
idoahmbg-1,Cluster 18,14,210.50
idolcfnj-1,Cluster 2,2,33.42
idoljndm-1,Cluster 1,17,135.42
idoilepg-1,Cluster 18,5,29.55
idoglkfh-1,Cluster 1,13,46.76
idolkdid-1,Cluster 1,17,108.08
focmbhae-1,Cluster 18,26,147.91
idogemnj-1,Cluster 13,63,256.18
idohofpg-1,Cluster 18,22,130.21
idobhaol-1,Cluster 1,35,308.45
ghiapkfp-1,Cluster 5,14,103.53
ghibfdpp-1,Cluster 15,24,97.54
ghiapngf-1,Cluster 9,9,103.84
ghianbob-1,Cluster 1,5,48.82
ghimdnjn-1,Cluster 2,10,60.59
ghimogbe-1,Cluster 5,21,115.85
ghjbhdlc-1,Cluster 1,16,112.08
ghimlfjo-1,Cluster 7,27,205.40
ghjcjkka-1,Cluster 1,21,128.19
ghicmkkc-1,Cluster 13,56,250.05
ghiaoelg-1,Cluster 1,31,117.62
ghibomkj-1,Cluster 2,14,130.25
ghiaimhm-1,Cluster 1,10,94.25
ghiceemn-1,Cluster 13,25,130.81
ghiccohc-1,Cluster 13,78,269.93
ghibclpa-1,Cluster 9,19,95.48
gljlibei-1,Cluster 13,29,157.65
ghchjaog-1,Cluster 13,20,132.91
ghciamoi-1,Cluster 1,15,109.19
ghcebaag-1,Cluster 7,9,122.06
gmepigjj-1,Cluster 1,19,135.92
ghbmmjnc-1,Cluster 13,60,348.89
ghchaofe-1,Cluster 5,14,81.50
ghbnkhop-1,Cluster 18,41,106.84
gmenpahp-1,Cluster 1,78,478.17
glhhghgl-1,Cluster 13,25,140.48
ghcecjpe-1,Cluster 15,15,24.49
ghciigbe-1,Cluster 7,10,122.75
glhhokhl-1,Cluster 13,34,171.75
glhhcbdo-1,Cluster 13,66,372.37
ghcddmca-1,Cluster 16,44,92.63
ghchobgk-1,Cluster 19,15,125.54
ghceciok-1,Cluster 7,18,52.73
hdpnkobb-1,Cluster 1,19,69.66
ghckeabn-1,Cluster 2,23,136.98
hdpmlmdb-1,Cluster 5,22,103.83
hdplnlii-1,Cluster 18,23,96.71
hdpnjmhp-1,Cluster 1,26,114.81
ghiceegk-1,Cluster 3,20,58.20
hdpmmloc-1,Cluster 15,10,44.49
hdplkofo-1,Cluster 11,22,101.88
hdpmgikm-1,Cluster 3,13,51.27
hdpoajgb-1,Cluster 1,16,58.70
glhdpfjh-1,Cluster 1,23,117.43
ghcmfnjb-1,Cluster 9,16,114.56
ghbofbfo-1,Cluster 3,23,63.04
ghbnklha-1,Cluster 3,20,121.34
ghcmfgdc-1,Cluster 7,11,89.46
ghcjakfm-1,Cluster 7,16,81.79
glhfppck-1,Cluster 1,26,89.37
ghcipklc-1,Cluster 3,28,124.47
glhiabbe-1,Cluster 13,45,221.19
ghcjlhgf-1,Cluster 2,10,90.31
ghboglak-1,Cluster 3,16,60.66
ghcjedfb-1,Cluster 2,12,110.63
gljlnbei-1,Cluster 13,46,228.60
gbhkmdlk-1,Cluster 1,26,139.25
glicokii-1,Cluster 1,33,186.74
glidfdea-1,Cluster 19,9,90.26
gljckged-1,Cluster 1,24,118.80
gbhlkaim-1,Cluster 20,15,137.89
gljdhkib-1,Cluster 1,6,62.52
gljjogfc-1,Cluster 1,42,302.85
gljlegmh-1,Cluster 1,12,74.51
glibcjad-1,Cluster 1,11,157.89
glicnjho-1,Cluster 1,40,240.81
gbhmiofh-1,Cluster 20,11,102.83
gljlgidd-1,Cluster 1,28,142.45
gbhmplee-1,Cluster 1,43,253.53
glifemca-1,Cluster 1,34,235.20
gliehmkd-1,Cluster 1,26,142.49
gljlegoa-1,Cluster 13,16,86.18
gliblobn-1,Cluster 1,40,171.16
glidbjeo-1,Cluster 1,55,248.64
gbhmgdaa-1,Cluster 1,16,146.43
glhpeacj-1,Cluster 1,7,90.44
gbjmdemg-1,Cluster 1,21,104.38
gmpeklco-1,Cluster 1,28,125.35
gbjlemda-1,Cluster 1,28,127.47
gmpgkklj-1,Cluster 1,12,67.85
gbicgikm-1,Cluster 1,10,125.34
gmpbmofl-1,Cluster 1,5,40.97
gmpbkpbm-1,Cluster 1,22,148.27
gmpciobj-1,Cluster 1,34,159.48
gmpghegb-1,Cluster 20,36,193.13
gbidbiom-1,Cluster 1,12,75.58
gbjmkifh-1,Cluster 1,15,92.26
gbjlihnh-1,Cluster 1,26,121.05
gbjmbnkn-1,Cluster 1,67,219.32
gbhknjkj-1,Cluster 1,21,98.02
gbjminjj-1,Cluster 1,18,94.46
gbicblhb-1,Cluster 1,10,99.87
gbjlegjf-1,Cluster 19,10,30.10
gmpcfpbm-1,Cluster 1,27,162.94
gbieacic-1,Cluster 11,11,93.81
gliaoleb-1,Cluster 1,28,158.97
glifghdj-1,Cluster 1,48,315.33
gliemijb-1,Cluster 1,18,165.10
gligobgd-1,Cluster 1,13,104.01
glielgej-1,Cluster 1,30,136.61
gljmcbde-1,Cluster 20,26,163.35
gblhckhl-1,Cluster 1,22,142.25
gblhlebd-1,Cluster 1,42,233.58
gblidpon-1,Cluster 23,13,84.79
gbmabgoe-1,Cluster 1,55,297.62
gblifphb-1,Cluster 1,2,41.60
gblhblgm-1,Cluster 1,17,218.00
gbkhnhml-1,Cluster 1,18,141.36
gbghajbk-1,Cluster 1,13,56.07
gbjljfhi-1,Cluster 13,32,221.71
gbimnnce-1,Cluster 1,29,103.98
gbkljedm-1,Cluster 1,17,179.57
gbjlmpla-1,Cluster 13,25,131.93
gbgibaig-1,Cluster 1,65,243.42
gbkmlilk-1,Cluster 1,13,94.79
gbimeini-1,Cluster 13,49,185.02
gbilkcob-1,Cluster 13,19,75.24
gbgidnlf-1,Cluster 1,5,47.48
gbinpmcf-1,Cluster 13,11,53.21
gbjlkapa-1,Cluster 1,15,103.73
gbgdicad-1,Cluster 1,30,131.46
gbmdangm-1,Cluster 1,47,287.12
gmmhodap-1,Cluster 1,29,129.19
gmmhnehn-1,Cluster 1,30,174.03
gbkiiohg-1,Cluster 1,25,122.55
gbjjnkfp-1,Cluster 1,13,93.93
gmmhebja-1,Cluster 1,11,48.75
gbjkmjoj-1,Cluster 1,28,194.18
gbfihjmp-1,Cluster 1,32,185.86
gbginpon-1,Cluster 18,29,89.58
gbffcdpd-1,Cluster 1,23,81.31
gbfikmed-1,Cluster 13,35,111.06
gbffmfaa-1,Cluster 18,42,129.81
gbfiijhc-1,Cluster 1,10,75.67
gogjgnpd-1,Cluster 1,47,198.87
gbgiidck-1,Cluster 19,5,42.45
gmmljook-1,Cluster 1,27,193.97
gbffifkb-1,Cluster 1,51,271.95
gbghgali-1,Cluster 1,16,55.79
gbgfhfib-1,Cluster 1,47,188.60
gbghclge-1,Cluster 18,19,121.84
goginlcc-1,Cluster 7,16,158.72
gbfdhohl-1,Cluster 1,24,136.20
gogkkkei-1,Cluster 7,20,156.95
gbfcmogn-1,Cluster 1,28,213.00
gbfdjcid-1,Cluster 1,5,105.93
gbfdbnlh-1,Cluster 19,10,82.03
gbgekacj-1,Cluster 13,7,55.28
gbmdbphg-1,Cluster 1,7,86.98
gbgeelpo-1,Cluster 1,19,129.69
gbjkcdoj-1,Cluster 1,33,211.55
gbggkcgp-1,Cluster 1,26,156.19
gbfknihh-1,Cluster 11,4,123.03
gbgfnfbk-1,Cluster 1,61,284.99
gpfdacjb-1,Cluster 18,18,98.82
gocaenjm-1,Cluster 1,21,116.43
godmdojc-1,Cluster 2,8,30.98
gohpeppb-1,Cluster 15,25,96.82
godfhbml-1,Cluster 16,61,177.30
godnaefp-1,Cluster 16,17,71.96
gohodanh-1,Cluster 6,31,121.05
gohkimon-1,Cluster 6,22,71.67
godmebpj-1,Cluster 7,25,79.94
gohjpgni-1,Cluster 15,24,50.76
gohkidgf-1,Cluster 2,5,55.66
gohomlmk-1,Cluster 1,21,173.35
gohkeiaj-1,Cluster 7,15,58.83
godeaogo-1,Cluster 2,11,104.20
goglakem-1,Cluster 4,1,53.22
godgbjpg-1,Cluster 16,59,109.83
gohlfbdc-1,Cluster 15,37,106.86
gohkbkgb-1,Cluster 7,51,89.12
goglbapl-1,Cluster 4,3,21.27
gohiabef-1,Cluster 2,14,51.74
gohonian-1,Cluster 4,1,46.45
goddokjk-1,Cluster 11,19,83.10
godaolpa-1,Cluster 10,6,86.77
gockkdkp-1,Cluster 9,4,79.91
godakdcm-1,Cluster 2,5,84.37
gpfggeph-1,Cluster 6,10,60.16
gohhjcon-1,Cluster 2,12,106.25
goclbemg-1,Cluster 5,19,82.79
gpfcpihe-1,Cluster 7,15,78.73
gocmbphm-1,Cluster 9,18,133.79
godhpcmo-1,Cluster 5,20,55.81
gpfddioh-1,Cluster 9,21,132.21
godhfldi-1,Cluster 2,3,80.33
gobopbaf-1,Cluster 3,13,78.95
gpfgfion-1,Cluster 4,2,138.96
gpfeamgf-1,Cluster 5,18,126.00
gocmkdom-1,Cluster 4,10,73.03
godcabea-1,Cluster 2,3,73.20
gocloadi-1,Cluster 4,4,99.03
gockpoad-1,Cluster 7,28,203.89
godlgjcm-1,Cluster 2,3,60.38
godgfidd-1,Cluster 7,33,111.05
goddoihe-1,Cluster 3,26,122.24
gohlhmbb-1,Cluster 11,8,39.23
gogkmgbb-1,Cluster 7,26,166.31
gohlihcg-1,Cluster 15,20,87.15
gohkkcfd-1,Cluster 9,6,44.82
gocanofn-1,Cluster 18,22,77.58
gocanimg-1,Cluster 3,18,104.95
goboddgn-1,Cluster 1,15,88.08
gpehnplg-1,Cluster 7,30,199.52
gobphoae-1,Cluster 23,16,72.12
gobpjmnd-1,Cluster 3,24,100.39
godkgfik-1,Cluster 11,20,73.75
fongabmd-1,Cluster 6,53,183.23
gpjnonpc-1,Cluster 3,13,45.57
gpelmidh-1,Cluster 15,31,115.90
gpgkmnjg-1,Cluster 15,31,146.70
gpeogakk-1,Cluster 7,49,91.13
gpkaanpe-1,Cluster 3,20,67.38
gpkaedaj-1,Cluster 6,32,114.42
gpfdoeaf-1,Cluster 9,7,27.34
gpffcbke-1,Cluster 9,3,67.78
gpeolggc-1,Cluster 5,26,111.60
gpfeajol-1,Cluster 5,6,52.43
gphbappi-1,Cluster 9,7,51.55
gpekpfeg-1,Cluster 3,37,129.09
gpenhikp-1,Cluster 4,1,20.71
gpelcooe-1,Cluster 2,9,59.74
gpepkage-1,Cluster 4,6,51.11
gpeknfip-1,Cluster 3,15,101.02
gpfehjin-1,Cluster 2,15,185.09
gpekjhnh-1,Cluster 22,26,71.31
gpjppedf-1,Cluster 3,22,92.06
gpephklc-1,Cluster 2,10,83.17
gpinfnml-1,Cluster 6,14,45.19
gpipadhh-1,Cluster 6,22,50.62
gpioennf-1,Cluster 2,11,79.37
gpjppnam-1,Cluster 3,31,104.24
fomocfkc-1,Cluster 11,12,57.88
fommmeog-1,Cluster 11,13,66.54
fommmpmh-1,Cluster 6,19,53.12
gpinhhcd-1,Cluster 5,7,79.20
gpjpneel-1,Cluster 3,19,56.11
gpkakokk-1,Cluster 3,29,130.08
gpjafend-1,Cluster 11,7,72.86
gpiobpef-1,Cluster 6,18,78.80
gpipiddh-1,Cluster 4,9,56.20
gpiphacp-1,Cluster 5,1,33.40
gpipfiii-1,Cluster 11,2,26.05
gpipkjnp-1,Cluster 4,4,10.12
gpipfgfd-1,Cluster 4,3,18.22
gpioiooa-1,Cluster 4,10,56.34
gpekejgf-1,Cluster 3,13,40.62
gpejgceg-1,Cluster 2,5,61.20
gpennklj-1,Cluster 2,11,54.36
gpejpmmp-1,Cluster 3,23,80.80
gpekijej-1,Cluster 2,9,39.95
gpijiggo-1,Cluster 3,2,20.64
gpjmihdo-1,Cluster 3,13,110.92
gpjanjae-1,Cluster 11,12,89.07
gpjofeid-1,Cluster 3,7,40.27
fojddpko-1,Cluster 6,42,184.37
fonehjfg-1,Cluster 6,34,147.04
fojbfgbl-1,Cluster 6,37,156.07
foinhglc-1,Cluster 6,28,123.63
foinpbcp-1,Cluster 6,14,68.18
fommhknb-1,Cluster 6,34,197.10
fomnggpc-1,Cluster 6,23,109.93
foiobdmg-1,Cluster 11,18,66.63
foinjhgb-1,Cluster 6,23,96.80
foiojcnj-1,Cluster 11,9,52.70
foincenj-1,Cluster 6,24,173.56
fonfflbb-1,Cluster 11,11,55.23
fonfajbp-1,Cluster 2,19,60.34
fojfggke-1,Cluster 6,49,167.37
fojfngni-1,Cluster 2,15,54.37
fongacnf-1,Cluster 6,20,50.09
fojfcfdi-1,Cluster 6,30,149.38
foneogah-1,Cluster 6,15,49.59
fonfaffa-1,Cluster 6,23,75.95
foilbicn-1,Cluster 22,15,147.49
fojcgpdb-1,Cluster 6,20,135.57
foghiojm-1,Cluster 1,34,275.25
fogfnime-1,Cluster 18,14,107.83
foipifob-1,Cluster 6,41,180.05
foilbpce-1,Cluster 6,18,177.08
foggdidb-1,Cluster 14,7,83.68
fojblbge-1,Cluster 11,6,112.41
fogfmikf-1,Cluster 2,8,127.34
fodcpgch-1,Cluster 6,15,120.90
fojgohki-1,Cluster 6,31,113.16
fojiaebe-1,Cluster 6,46,185.02
fojhmmej-1,Cluster 6,30,98.70
fojgdgfi-1,Cluster 6,51,187.57
fojgjabl-1,Cluster 18,37,201.20
fojidihd-1,Cluster 6,33,73.89
foikoifp-1,Cluster 6,27,128.30
fojckacg-1,Cluster 6,35,116.41
idpimmoc-1,Cluster 1,22,74.64
idnjcgpe-1,Cluster 1,40,221.28
fogeddgl-1,Cluster 1,39,268.58
idppjgpg-1,Cluster 1,27,129.12
idppkage-1,Cluster 1,42,186.22
fogdpbee-1,Cluster 13,17,85.58
idpnkofe-1,Cluster 1,14,72.20
fogenjhe-1,Cluster 1,34,233.94
foggpcbm-1,Cluster 2,17,115.31
idpoecbe-1,Cluster 1,72,302.43
focleeep-1,Cluster 13,34,199.58
idpppemo-1,Cluster 1,64,255.91
idnkcgjd-1,Cluster 19,9,86.76
idpoofdd-1,Cluster 1,56,239.78
foghkeoo-1,Cluster 1,56,238.91
